phone_name,url,section,label,value
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Network,Technology,GSM / HSPA / LTE / 5G
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Network,2G bands,GSM 850 / 900 / 1800 / 1900
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Network,3G bands,HSDPA 850 / 900 / 1900 / 2100
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Network,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 32, 38, 39, 40, 41, 42, 66 - International"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Network,,"1, 3, 4, 5, 8, 26, 28, 38, 39, 40, 41, 66 - India"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Network,5G bands,"1, 2, 3, 5, 7, 8, 12, 20, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA - International"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Network,,"1, 3, 5, 8, 28, 38, 40, 41, 66, 77, 78 SA/NSA - India"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Network,Speed,"HSPA, LTE, 5G"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Launch,Announced,"2025, July 08"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Launch,Status,"Available. Released 2025, July 08"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Body,Dimensions,163.4 x 77 x 8.1 mm (6.43 x 3.03 x 0.32 in)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Body,Weight,211 g (7.44 oz)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Body,Build,"Glass front (Gorilla Glass 7i), plastic back, plastic frame"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Body,SIM,Nano-SIM + Nano-SIM
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Body,,IP65 dust tight and water resistant (low pressure water jets)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Display,Type,"Swift AMOLED, 1B colors, 144Hz, 3840Hz PWM, HDR10+, 800 nits (typ), 1400 nits (HBM), 1800 nits (peak)"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Display,Size,"6.83 inches, 113.3 cm 2 (~90.1% screen-to-body ratio)"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Display,Resolution,1272 x 2800 pixels (~450 ppi density)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Display,Protection,"Corning Gorilla Glass 7i, Mohs level 6"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Display,,Ultra HDR image support
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Platform,OS,"Android 15, up to 4 major Android upgrades, OxygenOS 15"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Platform,Chipset,Qualcomm SM8635 Snapdragon 8s Gen 3 (4 nm)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Platform,CPU,Octa-core (1x3.0 GHz Cortex-X4 & 4x2.8 GHz Cortex-A720 & 3x2.0 GHz Cortex-A520)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Platform,GPU,Adreno 735
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Memory,Card slot,No
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Memory,Internal,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Memory,,UFS 3.1
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Main Camera,Dual,"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 8 MP, f/2.2, 15mm, 116˚ (ultrawide), 1/4.0"", 1.12µm, AF"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Main Camera,Features,"LED flash, Ultra HDR, panorama"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Main Camera,Video,"4K@30/60fps, 1080p@30/60/120fps, gyro-EIS"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Selfie camera,Single,"50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm, AF"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Selfie camera,Features,Panorama
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Selfie camera,Video,"4K@30/60fps, 1080p@30/60fps; gyro-EIS"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Sound,Loudspeaker,"Yes, with stereo speakers"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Sound,3.5mm jack,No
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Comms,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Comms,Bluetooth,"5.4, A2DP, LE, aptX HD, LHDC 5"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Comms,Positioning,"GPS, GLONASS, GALILEO, BDS, QZSS, NavIC"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Comms,NFC,Yes
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Comms,Infrared port,Yes
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Comms,Radio,No
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Comms,USB,USB Type-C 2.0
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Features,Sensors,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Battery,Type,Market-dependent versions: · 5200 mAh (Europe) · 6800 mAh (Global)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Battery,Charging,"80W wired, 33W PPS, 18W PD, 100% in just 54 min 5W reverse wired Bypass charging"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Misc,Colors,"Phantom Grey, Dry Ice, Marble Sands"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Misc,Models,"CPH2709, CPH2707"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Misc,SAR,1.18 W/kg (head)     0.90 W/kg (body)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Misc,Price,£ 249.99 / € 339.49
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Our Tests,Performance,AnTuTu: 1512943 (v10) GeekBench: 5112 (v6) 3DMark: 3399 (Wild Life Extreme)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Our Tests,Display,1330 nits max brightness (measured)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Our Tests,Loudspeaker,-25.3 LUFS (Very good)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,Our Tests,Battery,Active use score 13:47h
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,EU LABEL,Energy,Class B
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,EU LABEL,Battery,"49:12h endurance, 1200 cycles"
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,EU LABEL,Free fall,Class C (90 falls)
OnePlus Nord 5,https://www.gsmarena.com/oneplus_nord_5_5g-13992.php,EU LABEL,Repairability,Class B
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Network,Technology,GSM / HSPA / LTE / 5G
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Network,2G bands,GSM 850 / 900 / 1800 / 1900
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Network,3G bands,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Network,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 25, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 48, 66, 71"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Network,5G bands,"1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 30, 38, 40, 41, 66, 71, 75, 77, 78 SA/NSA"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Network,Speed,"HSPA, LTE, 5G"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Launch,Announced,"2023, July 11"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Launch,Status,"Available. Released 2023, July 17"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Body,Dimensions,162.1 x 76.4 x 8.6 mm (6.38 x 3.01 x 0.34 in)
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Body,Weight,201.2 g (7.09 oz)
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Body,Build,"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Body,SIM,Nano-SIM + Nano-SIM
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Body,,"11 LED light strips on the back (notifications, camera fill light, 33 addressable zones) Blinking red light on the back (video recording indicator) IP54 dust protected and water resistant (water splashes)"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Display,Type,"LTPO OLED, 1B colors, 120Hz, 1920Hz PWM, HDR10+, 1600 nits (HBM), 1600 nits (peak)"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Display,Size,"6.7 inches, 108.0 cm 2 (~87.2% screen-to-body ratio)"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Display,Resolution,"1080 x 2412 pixels, 20:9 ratio (~394 ppi density)"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Display,Protection,Corning Gorilla Glass 5
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Platform,OS,"Android 13, upgradable to Android 15, up to 3 major Android upgrades, Nothing OS 3.0"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Platform,Chipset,Qualcomm SM8475 Snapdragon 8+ Gen 1 (4 nm)
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Platform,CPU,Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510)
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Platform,GPU,Adreno 730
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Memory,Card slot,No
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Memory,Internal,"128GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Main Camera,Dual,"50 MP, f/1.9, 24mm (wide), 1/1.56"", 1.0µm, PDAF, OIS 50 MP, f/2.2, 114˚ (ultrawide), 1/2.76"", 0.64µm, AF"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Main Camera,Features,"LED flash, panorama, HDR"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Main Camera,Video,"4K@30/60fps, 1080p@30/60fps, gyro-EIS, live HDR, OIS"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Selfie camera,Single,"32 MP, f/2.5, (wide), 1/2.74"", 0.8µm"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Selfie camera,Features,HDR
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Selfie camera,Video,1080p@30fps
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Sound,Loudspeaker,"Yes, with stereo speakers"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Sound,3.5mm jack,No
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Sound,,Snapdragon Sound
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Comms,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Comms,Bluetooth,"5.3, A2DP, LE, aptX HD, aptX Adaptive"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Comms,Positioning,"GPS (L1+L5), GLONASS (L1), BDS (B1I+B1c), GALILEO (E1), QZSS (L1), NavIC"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Comms,NFC,Yes
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Comms,Radio,No
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Comms,USB,"USB Type-C 2.0, OTG"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Features,Sensors,"Fingerprint (under display, optical), accelerometer, proximity, gyro, compass"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Battery,Type,Li-Ion 4700 mAh
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Battery,Charging,"45W wired, PD3.0, PPS, QC4, 100% in 55 min 15W wireless, 100% in 130 min 5W reverse wireless"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Misc,Colors,"White, Dark Gray"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Misc,Models,A065
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Misc,Price,$ 599.99 / £ 329.00
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Our Tests,Performance,"AnTuTu: 895434 (v9), 972126 (v10) GeekBench: 3957 (v5.5), 4219 (v6.0) GFXBench: 60fps (ES 3.1 onscreen)"
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Our Tests,Display,998 nits max brightness (measured)
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Our Tests,Camera,Photo / Video
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Our Tests,Loudspeaker,-23.9 LUFS (Very good)
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Our Tests,Battery,Active use score 14:21h
Nothing Phone (2),https://www.gsmarena.com/nothing_phone_(2)-12386.php,Our Tests,Battery (old),Endurance rating 103h
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Network,Technology,GSM / HSPA / LTE
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Network,2G bands,GSM 850 / 900 / 1800 / 1900
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Network,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Network,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66, 71"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Network,Speed,"HSPA 42.2/5.76 Mbps, LTE (3CA) Cat12 600/75 Mbps"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Launch,Announced,"2020, August 03"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Launch,Status,"Available. Released 2020, August 20"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Body,Dimensions,144 x 69.4 x 8.2 mm (5.67 x 2.73 x 0.32 in)
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Body,Weight,143 g (5.04 oz)
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Body,Build,"Glass front (Gorilla Glass 3), plastic back, plastic frame"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Body,SIM,Nano-SIM + eSIM
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Display,Type,"OLED, HDR"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Display,Size,"5.81 inches, 83.2 cm 2 (~83.3% screen-to-body ratio)"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Display,Resolution,"1080 x 2340 pixels, 19.5:9 ratio (~443 ppi density)"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Display,Protection,Corning Gorilla Glass 3
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Platform,OS,"Android 10, upgradable to Android 13"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Platform,Chipset,Qualcomm SDM730 Snapdragon 730G (8 nm)
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Platform,CPU,Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Platform,GPU,Adreno 618
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Memory,Card slot,No
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Memory,Internal,128GB 6GB RAM
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Memory,,UFS 2.1
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Main Camera,Single,"12.2 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Main Camera,Features,"LED flash, Pixel Shift, Auto-HDR, panorama"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Main Camera,Video,"4K@30fps, 1080p@30/60/120fps; gyro-EIS"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Selfie camera,Single,"8 MP, f/2.0, 24mm (wide), 1.12µm"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Selfie camera,Features,HDR
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Selfie camera,Video,1080p@30fps
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Sound,Loudspeaker,"Yes, with stereo speakers"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Sound,3.5mm jack,Yes
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Comms,WLAN,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Comms,Bluetooth,"5.0, A2DP, LE, aptX HD"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Comms,Positioning,"GPS, GLONASS, GALILEO, QZSS, BDS"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Comms,NFC,Yes
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Comms,Radio,No
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Comms,USB,USB Type-C 3.1
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Features,Sensors,"Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Battery,Type,Li-Po 3140 mAh
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Battery,Charging,"18W wired, PD2.0"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Misc,Colors,"Just Black, Barely Blue"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Misc,Models,"G025J, GA02099, G025N"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Misc,Price,$ 111.00 / C$ 172.99 / € 199.99
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Our Tests,Performance,"AnTuTu: 268714 (v8) GeekBench: 6426 (v4.4), 1626 (v5.1) GFXBench: 17fps (ES 3.1 onscreen)"
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Our Tests,Display,803 nits max brightness (measured)
Google Pixel 4a,https://www.gsmarena.com/google_pixel_4a-10123.php,Our Tests,Battery (old),Endurance rating 76h
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Network,Technology,GSM / HSPA / LTE / 5G
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Network,2G bands,GSM 850 / 900 / 1800 / 1900
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Network,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Network,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 40, 41, 66, 68"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Network,5G bands,"1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 SA/NSA"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Network,Speed,"HSPA, LTE, 5G"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Launch,Announced,"2025, April 14"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Launch,Status,"Available. Released 2025, May 07"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Body,Dimensions,168.6 x 79.9 x 10.2 mm (6.64 x 3.15 x 0.40 in)
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Body,Weight,240 g (8.47 oz)
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Body,SIM,· Nano-SIM + eSIM · Nano-SIM + Nano-SIM
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Body,,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min) Drop resistant up to 1.5m MIL-STD-810H compliant
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Display,Type,"PLS LCD, 120Hz"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Display,Size,"6.6 inches, 104.9 cm 2 (~77.9% screen-to-body ratio)"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Display,Resolution,"1080 x 2408 pixels, 20:9 ratio (~400 ppi density)"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Display,Protection,"Corning Gorilla Glass Victus+, Mohs level 5"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Platform,OS,"Android 15, upgradable to Android 16, One UI 8"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Platform,Chipset,Qualcomm SM7635 Snapdragon 7s Gen 3 (4 nm)
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Platform,CPU,Octa-core (1x2.5 GHz Cortex-A720 & 3x2.4 GHz Cortex-A720 & 4x1.8 GHz Cortex-A520)
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Platform,GPU,Adreno 810
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Memory,Card slot,microSDXC (dedicated slot)
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Memory,Internal,"128GB 6GB RAM, 256GB 8GB RAM"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Main Camera,Dual,"50 MP, f/1.8, (wide), 1/2.76"", 0.64µm, PDAF 8 MP, f/2.2, (ultrawide)"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Main Camera,Features,"Dual-LED flash, HDR, panorama"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Main Camera,Video,"4K@30fps, 1080p@30fps"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Selfie camera,Single,"13 MP, f/2.2, (wide)"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Selfie camera,Video,1080p@30fps
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Sound,Loudspeaker,"Yes, with stereo speakers (with Dolby Atmos)"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Sound,3.5mm jack,No
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Comms,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e, tri-band, Wi-Fi Direct"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Comms,Bluetooth,"5.4, A2DP, LE"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Comms,Positioning,"GPS, GLONASS, BDS, GALILEO, QZSS"
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Comms,NFC,Yes
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Comms,Radio,No
Samsung Galaxy XCover7 Pro,https://www.gsmarena.com/samsung_galaxy_xcover7_pro-13780.php,Comms,USB,"USB Type-C 3.2, charging connector pins"
