phone_name,url,section,label,value
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Network,,"1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 41, 48, 66, 70, 71, 77, 78 SA/NSA/Sub6 - USA"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Network,Speed,"HSPA, LTE, 5G"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Launch,Announced,"2025, March 19"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Launch,Status,"Available. Released 2025, April 10"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Body,Dimensions,154.7 x 73.3 x 8.9 mm (6.09 x 2.89 x 0.35 in)
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Body,Weight,186 g (6.56 oz)
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Body,Build,"Glass front (Gorilla Glass 3), aluminum frame, plastic back"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Body,SIM,Nano-SIM + eSIM
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Body,,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min)
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Display,Type,"P-OLED, HDR, 120Hz, 1800 nits (HBM), 2700 nits (peak)"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Display,Size,"6.3 inches, 94.7 cm 2 (~83.5% screen-to-body ratio)"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Display,Resolution,"1080 x 2424 pixels, 20:9 ratio (~422 ppi density)"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Display,Protection,"Corning Gorilla Glass 3, Mohs level 4"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Platform,OS,"Android 15, upgradable to Android 16, up to 7 major Android upgrades"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Platform,Chipset,Google Tensor G4 (4 nm)
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Platform,CPU,Octa-core (1x3.1 GHz Cortex-X4 & 3x2.6 GHz Cortex-A720 & 4x1.9 GHz Cortex-A520)
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Platform,GPU,Mali-G715 MP7
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Memory,Card slot,No
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Memory,Internal,"128GB 8GB RAM, 256GB 8GB RAM"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Memory,,UFS 3.1
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Main Camera,Dual,"48 MP, f/1.7, 25mm (wide), 1/2.0"", 0.8µm, dual pixel PDAF, OIS 13 MP, f/2.2, 120˚ (ultrawide), 1/3.1"", 1.12µm"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Main Camera,Features,"Dual-LED flash, Pixel Shift, Ultra HDR, panorama, Best Take"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Main Camera,Video,"4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS, OIS"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Selfie camera,Single,"13 MP, f/2.2, 20mm (ultrawide), 1/3.1"", 1.12µm"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Selfie camera,Features,"HDR, panorama"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Selfie camera,Video,"4K@30fps, 1080p@30fps"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Sound,Loudspeaker,"Yes, with stereo speakers"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Sound,3.5mm jack,No
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Comms,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual/tri-band (market/region dependent)"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Comms,Bluetooth,"5.3, A2DP, LE"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Comms,Positioning,"GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS, NavIC"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Comms,NFC,Yes
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Comms,Radio,No
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Comms,USB,USB Type-C 3.2
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Features,Sensors,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Battery,Type,Li-Po 5100 mAh
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Battery,Charging,"23W wired, PD3.0 7.5W wireless Bypass charging"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Misc,Colors,"Obsidian, Porcelain, Iris, Peony"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Misc,Models,"GXQ96, GTF7P, G3Y12"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Misc,SAR EU,0.99 W/kg (head)     1.39 W/kg (body)
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Misc,Price,£ 289.00 / € 442.89 / $ 298.92 / C$ 449.99
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Our Tests,Performance,AnTuTu: 1254417 (v10) GeekBench: 4527 (v6) 3DMark: 2630 (Wild Life Extreme)
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Our Tests,Display,1930 nits max brightness (measured)
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Our Tests,Loudspeaker,-27.2 LUFS (Good)
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,Our Tests,Battery,Active use score 12:42h
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,EU LABEL,Energy,Class B
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,EU LABEL,Battery,"52:19h endurance, 1000 cycles"
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,EU LABEL,Free fall,Class A (270 falls)
Google Pixel 9a,https://www.gsmarena.com/google_pixel_9a-13478.php,EU LABEL,Repairability,Class B
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Network,Technology,GSM / HSPA / LTE / 5G
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Network,2G bands,GSM 850 / 900 / 1800 / 1900
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Network,3G bands,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Network,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 30, 32, 38, 39, 40 , 41, 42, 48, 66, 71, 75 - GK2MP"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Network,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 71 - GLBW0"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Network,5G bands,"1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 38, 40, 46, 71, 75, 76, 77, 78, 79 SA/NSA/Sub6 - GK2MP"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Network,,"1, 2, 3, 5, 7, 8, 12, 14, 20, 25, 26, 28, 29, 30, 38, 40, 41, 48, 66, 70, 71, 77, 78, 258, 260, 261 SA/NSA/Sub6/mmWave - GLBW0"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Network,Speed,"HSPA, LTE (CA), 5G"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Launch,Announced,"2025, August 20"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Launch,Status,"Available. Released 2025, August 28"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Body,Dimensions,152.8 x 72 x 8.6 mm (6.02 x 2.83 x 0.34 in)
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Body,Weight,204 g (7.20 oz)
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Body,Build,"Glass front (Gorilla Glass Victus 2), glass back (Gorilla Glass Victus 2), aluminum frame"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Body,SIM,"· Nano-SIM + eSIM · eSIM + eSIM (8 or more, max 2 at a time; USA)"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Body,,IP68 dust tight and water resistant (immersible up to 1.5m for 30 min)
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Display,Type,"OLED, 120Hz, HDR10+, 2000 nits (HBM), 3000 nits (peak)"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Display,Size,"6.3 inches, 94.7 cm 2 (~86.1% screen-to-body ratio)"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Display,Resolution,"1080 x 2424 pixels, 20:9 ratio (~422 ppi density)"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Display,Protection,"Corning Gorilla Glass Victus 2, Mohs level 4"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Platform,OS,"Android 16, up to 7 major Android upgrades"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Platform,Chipset,Google Tensor G5 (3 nm)
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Platform,CPU,Octa-core (1x3.78 GHz Cortex-X4 & 5x3.05 GHz Cortex-A725 & 2x2.25 GHz Cortex-A520)
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Platform,GPU,PowerVR DXT-48-1536
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Memory,Card slot,No
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Memory,Internal,"128GB 12GB RAM, 256GB 12GB RAM"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Memory,,UFS 3.1 - 128GB UFS 4.0 - 256GB
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Main Camera,Triple,"48 MP, f/1.7, 25mm (wide), 1/2.0"", 0.8µm, dual pixel PDAF, OIS 10.8 MP, f/3.1, 112mm (telephoto), 1/3.2"", dual pixel PDAF, OIS, 5x optical zoom 13 MP, f/2.2, 120˚ (ultrawide), 1/3.1"", PDAF"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Main Camera,Features,"Single-zone Laser AF, LED flash, Pixel Shift, Ultra-HDR, panorama, Best Take"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Main Camera,Video,"4K@24/30/60fps, 1080p@24/30/60/120/240fps; gyro-EIS, OIS, 10-bit HDR"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Selfie camera,Single,"10.5 MP, f/2.2, 95˚, 20mm (ultrawide), 1/3.1"", 1.22µm, PDAF"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Selfie camera,Features,"HDR, panorama"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Selfie camera,Video,"4K@30/60fps, 1080p@30/60fps"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Sound,Loudspeaker,"Yes, with stereo speakers"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Sound,3.5mm jack,No
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Comms,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Comms,Bluetooth,"6.0, A2DP, LE, aptX HD"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Comms,Positioning,"GPS (L1+L5), GLONASS, GALILEO, BDS, QZSS, NavIC"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Comms,NFC,Yes
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Comms,Radio,No
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Comms,USB,USB Type-C 3.2
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Features,Sensors,"Fingerprint (under display, ultrasonic), accelerometer, gyro, proximity, compass, barometer"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Features,,Satellite SOS service Circle to Search
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Battery,Type,Li-Ion 4970 mAh
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Battery,Charging,"30W wired, PD3.0, PPS, 55% in 30 minutes 15W wireless (magnetic), Qi2 Reverse wired Bypass charging"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Misc,Colors,"Indigo, Frost, Lemongrass, Obsidian"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Misc,Models,"GK2MP, GLBW0, GL066"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Misc,SAR,1.18 W/kg (head)     0.99 W/kg (body)
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Misc,SAR EU,0.99 W/kg (head)     1.39 W/kg (body)
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Misc,Price,"$ 431.88 / C$ 769.90 / £ 447.98 / € 549.00 / ₹ 69,907"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Our Tests,Performance,"AnTuTu: 1173841 (v10), 1411380 (v11) GeekBench: 5857 (v6) 3DMark: 3232 (Wild Life Extreme)"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Our Tests,Display,2030 nits max brightness (measured)
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Our Tests,Loudspeaker,-25.7 LUFS (Very good)
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,Our Tests,Battery,Active use score 12:08h
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,EU LABEL,Energy,Class B
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,EU LABEL,Battery,"49:23h endurance, 1000 cycles"
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,EU LABEL,Free fall,Class A (270 falls)
Google Pixel 10,https://www.gsmarena.com/google_pixel_10_5g-13979.php,EU LABEL,Repairability,Class B
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Network,Technology,GSM / HSPA / LTE / 5G
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Network,2G bands,GSM 850 / 900 / 1800 / 1900
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Network,3G bands,HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Network,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 42, 48, 66, 71 - GX7AS, GB62Z (USA/Canada)"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Network,,"1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 38, 39, 40, 41, 42, 48, 66, 71 - G1AZG (International)"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Network,5G bands,"1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 30, 38, 40, 41, 48, 66, 71, 77, 78 SA/NSA/Sub6 - GX7AS (USA/Canada)"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Network,,"1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 30, 40, 48, 66, 71, 77, 78, 260, 261 SA/NSA/Sub6/mmWave - GB62Z (USA)"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Network,,"1, 2, 3, 5, 7, 8, 12, 20, 25, 28, 30, 40, 48, 66, 71, 77, 78 SA/NSA/Sub6 - G1AZG (International)"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Network,Speed,"HSPA, LTE, 5G"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Launch,Announced,"2022, May 11"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Launch,Status,"Available. Released 2022, July 21"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Body,Dimensions,152.2 x 71.8 x 8.9 mm (5.99 x 2.83 x 0.35 in)
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Body,Weight,178 g (6.28 oz)
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Body,Build,"Glass front (Gorilla Glass 3), aluminum frame, plastic back"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Body,SIM,Nano-SIM + eSIM
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Body,,IP67 dust/water resistant (up to 1m for 30 min)
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Display,Type,"OLED, HDR"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Display,Size,"6.1 inches, 90.7 cm 2 (~83.0% screen-to-body ratio)"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Display,Resolution,"1080 x 2400 pixels, 20:9 ratio (~429 ppi density)"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Display,Protection,Corning Gorilla Glass 3
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Platform,OS,"Android 12, upgradable to Android 16, up to 5 major Android upgrades"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Platform,Chipset,Google Tensor (5 nm)
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Platform,CPU,Octa-core (2x2.80 GHz Cortex-X1 & 2x2.25 GHz Cortex-A76 & 4x1.80 GHz Cortex-A55)
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Platform,GPU,Mali-G78 MP20
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Memory,Card slot,No
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Memory,Internal,128GB 6GB RAM
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Memory,,UFS 3.1
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Main Camera,Dual,"12.2 MP, f/1.7, 27mm, (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.2, 17mm, 114˚ (ultrawide), 1.25µm"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Main Camera,Features,"Dual-LED flash, Pixel Shift, Auto-HDR, panorama"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Main Camera,Video,"4K@30/60fps, 1080p@30/60/120/240fps; gyro-EIS, OIS"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Selfie camera,Single,"8 MP, f/2.0, 24mm (wide), 1.12µm"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Selfie camera,Features,"HDR, panorama"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Selfie camera,Video,1080p@30fps
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Sound,Loudspeaker,"Yes, with stereo speakers"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Sound,3.5mm jack,No
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Comms,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Comms,Bluetooth,"5.2, A2DP, LE"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Comms,Positioning,"GPS, GLONASS, GALILEO, QZSS"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Comms,NFC,Yes
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Comms,Radio,No
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Comms,USB,USB Type-C 3.1
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Features,Sensors,"Fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Battery,Type,Li-Po 4410 mAh
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Battery,Charging,"18W wired, PD3.0"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Misc,Colors,"Chalk, Charcoal, Sage"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Misc,Models,"GX7AS, GB62Z, G1AZG, GB17L"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Misc,Price,"$ 163.00 / ₹ 21,499"
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Our Tests,Display,876 nits max brightness (measured)
Google Pixel 6a,https://www.gsmarena.com/google_pixel_6a-11229.php,Our Tests,Battery (old),Endurance rating 94h
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Network,Technology,GSM / CDMA / HSPA / LTE / 5G
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Network,2G bands,GSM 850 / 900 / 1800 / 1900
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Network,,CDMA 800
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Network,3G bands,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Network,4G bands,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 34, 38, 39, 40, 41, 42, 43, 48, 66"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Network,5G bands,"1, 2, 3, 5, 7, 8, 20, 26, 28, 38, 40, 41, 66, 75, 77, 78 SA/NSA/Sub6"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Network,Speed,"HSPA, LTE, 5G"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Launch,Announced,"2025, October 29"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Launch,Status,"Available. Released 2025, October 29"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Body,Dimensions,159.9 x 74 x 6 mm (6.30 x 2.91 x 0.24 in)
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Body,Weight,159 g (5.61 oz)
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Body,Build,"Glass front (Gorilla Glass 7i), aluminum frame"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Body,SIM,· Nano-SIM + eSIM - International · Nano-SIM + Nano-SIM - China
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Body,,IP68/IP69 dust tight and water resistant (high pressure water jets; immersible up to 1.5m for 30 min) MIL-STD-810H compliant* * does not guarantee ruggedness or use in extreme conditions
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Display,Type,"P-OLED, 1B colors, 120Hz, PWM, HDR10+, 4500 nits (peak)"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Display,Size,"6.7 inches, 107.4 cm 2 (~90.8% screen-to-body ratio)"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Display,Resolution,"1220 x 2712 pixels, 20:9 ratio (~446 ppi density)"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Display,Protection,"Corning Gorilla Glass 7i, Mohs level 4"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Platform,OS,"Android 16, up to 3 or 4 major Android upgrades (market/region dependent)"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Platform,Chipset,Qualcomm SM7750-AB Snapdragon 7 Gen 4 (4 nm)
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Platform,CPU,Octa-core (1x2.8 GHz Cortex-720 & 4x2.4 GHz Cortex-720 & 3x1.8 GHz Cortex-520)
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Platform,GPU,Adreno 722
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Memory,Card slot,No
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Memory,Internal,"256GB 8GB RAM, 256GB 12GB RAM, 512GB 12GB RAM"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Memory,,UFS 3.1
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Main Camera,Dual,"50 MP, f/1.8, 24mm (wide), 1/1.56"", 1.0µm, multi-directional PDAF, OIS 50 MP, f/2.0, 12mm, 120˚ (ultrawide), 1/2.76"", 0.64µm, PDAF"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Main Camera,Features,"LED flash, HDR, panorama"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Main Camera,Video,"4K@30/60fps, 1080p@30/60/120/240fps, gyro-EIS"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Selfie camera,Single,"50 MP, f/2.0, 21mm (wide), 1/2.76"", 0.64µm"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Selfie camera,Features,HDR
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Selfie camera,Video,"4K@30fps, 1080p@30/120fps"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Sound,Loudspeaker,"Yes, with stereo speakers (with Dolby Atmos)"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Sound,3.5mm jack,No
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Comms,WLAN,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band or tri-band"
Motorola Edge 70,https://www.gsmarena.com/motorola_edge_70_5g-14216.php,Comms,Bluetooth,"5.4, A2DP, LE"
